21, 157, 22.0
21, 1571, 1.5
21, 1945, 11.5
21, 21, 276.5
21, 283, 1.0
21, 1211, 22.5
22, 892, 3.5
22, 43, 20.5
22, 385, 16.5
22, 815, 6.0
22, 22, 249.5
22, 17, 2.0
23, 954, 15.0
23, 1701, 15.0
23, 1753, 8.5
23, 310, 22.0
23, 23, 304.0
23, 527, 10.5
23, 1095, 9.5
23, 1859, 22.5
24, 162, 8.0
24, 1801, 24.5
24, 10, 12.5
24, 24, 293.0
24, 339, 21.5
24, 717, 25.5
26, 1763, 10.0
26, 26, 215.5
26, 418, 4.5
28, 1529, 2.5
28, 28, 214.5
28, 446, 8.0
28, 1177, 3.0
29, 968, 16.0
29, 319, 11.5
29, 659, 4.5
29, 1996, 7.5
29, 2022, 20.0
29, 29, 280.0
29, 141, 16.5
29, 1009, 3.0
30, 1474, 17.5
30, 185, 15.5
30, 30, 244.5
30, 350, 1.0
30, 1761, 9.5
31, 1582, 8.0
31, 395, 18.5
31, 1043, 11.5
31, 1317, 10.0
31, 218, 15.0
31, 1470, 24.0
31, 31, 304.0
31, 1391, 16.0
32, 173, 10.5
32, 1305, 18.5
32, 1487, 10.5
32, 32, 276.0
32, 1424, 11.5
32, 1464, 13.5
32, 1730, 3.0
32, 571, 7.5
33, 668, 18.5
33, 1818, 1.5
33, 1877, 22.0
33, 1250, 13.0
33, 33, 300.0
33, 533, 19.0
33, 1501, 25.0
34, 69, 1.5
34, 331, 19.5
34, 771, 2.0
34, 1511, 5.5
34, 34, 261.5
34, 116, 13.0
34, 101, 16.0
34, 1503, 3.0
35, 1514, 13.5
35, 906, 25.0
35, 35, 257.5
35, 1393, 18.0
36, 66, 19.0
36, 868, 22.0
36, 1346, 10.5
36, 1788, 14.0
36, 36, 290.0
36, 370, 5.0
36, 1363, 18.5
37, 408, 23.0
37, 1100, 15.0
37, 1816, 14.5
37, 1802, 3.0
37, 37, 286.0
37, 475, 12.0
37, 1009, 16.5
37, 1327, 1.0
38, 790, 22.0
38, 209, 22.5
38, 1727, 20.5
38, 38, 298.0
38, 87, 4.5
38, 365, 2.5
38, 469, 25.0
39, 1220, 16.5
39, 1836, 9.0
39, 1860, 5.0
39, 147, 23.0
39, 1480, 15.5
39, 39, 292.0
39, 1515, 4.0
39, 1843, 18.0
40, 278, 2.0
40, 806, 3.0
40, 205, 13.5
40, 1795, 17.5
40, 40, 252.5
40, 1998, 15.5
42, 148, 12.0
42, 1663, 15.0
42, 42, 251.5
42, 1202, 23.5
43, 1368, 3.5
43, 1482, 21.0
43, 1583, 25.0
43, 43, 252.0
43, 1179, 1.5
44, 82, 22.5
44, 536, 11.5
44, 1776, 5.5
44, 1938, 21.0
44, 44, 303.5
44, 954, 19.5
44, 1356, 4.5
44, 1550, 18.0
45, 716, 2.0
45, 632, 25.0
45, 1764, 7.0
45, 45, 235.0
46, 1537, 22.5
46, 1915, 20.5
46, 46, 283.0
46, 1838, 14.5
46, 533, 24.5
47, 1198, 15.0
47, 1388, 20.0
47, 1882, 22.5
47, 47, 258.5
48, 179, 25.5
48, 1287, 11.0
48, 48, 259.0
48, 1329, 21.5
49, 1770, 16.5
49, 43, 10.5
49, 49, 256.0
49, 897, 21.5
49, 1741, 6.5
50, 180, 3.0
50, 197, 17.0
50, 1517, 19.5
50, 50, 254.0
50, 1338, 3.0
50, 1392, 10.5
51, 324, 18.0
51, 1009, 2.0
51, 564, 4.0
51, 872, 4.5
51, 51, 229.5
52, 1362, 11.0
52, 52, 243.0
52, 1686, 18.0
52, 283, 8.0
52, 1485, 5.0
53, 816, 12.5
53, 902, 24.0
53, 1719, 17.0
53, 252, 1.5
53, 1566, 20.5
53, 53, 293.0
53, 1445, 16.5
54, 426, 9.5
54, 1067, 14.5
54, 54, 238.5
54, 267, 13.5
55, 1036, 13.5
55, 49, 24.0
55, 1215, 10.0
55, 536, 11.5
55, 55, 278.5
55, 613, 3.0
55, 1849, 15.5
56, 321, 7.5
56, 56, 228.5
56, 800, 3.0
56, 1120, 13.5
56, 1657, 3.5
57, 212, 6.0
57, 396, 25.0
57, 628, 15.5
57, 1144, 3.0
57, 1354, 24.0
57, 57, 274.5
58, 976, 9.5
58, 179, 8.0
58, 1311, 1.5
58, 58, 249.0
58, 650, 4.5
58, 1048, 24.5
59, 42, 20.0
59, 690, 22.0
59, 1880, 11.5
59, 1829, 19.0
59, 426, 23.5
59, 59, 322.5
59, 1047, 16.0
59, 1307, 9.5
60, 332, 25.0
60, 765, 24.5
60, 60, 302.0
60, 1834, 21.0
60, 409, 25.0
60, 1283, 5.5
62, 1070, 11.0
62, 757, 25.5
62, 975, 15.0
62, 1969, 3.5
62, 62, 277.0
62, 374, 21.0
64, 822, 14.0
64, 11, 6.5
64, 1177, 21.0
64, 64, 257.0
64, 1077, 14.5
65, 10, 8.0
65, 1949, 6.0
65, 65, 270.5
65, 503, 22.0
65, 607, 33.5
66, 638, 20.5
66, 1714, 21.5
66, 355, 9.5
66, 753, 19.0
66, 66, 317.5
66, 938, 8.0
66, 151, 23.5
66, 1801, 14.5
68, 610, 9.0
68, 729, 25.0
68, 68, 257.0
68, 102, 7.0
68, 228, 11.0
68, 1972, 3.0
68, 651, 1.0
69, 260, 15.0
69, 1152, 9.5
69, 61, 4.5
69, 67, 6.5
69, 69, 250.0
69, 305, 6.5
69, 947, 7.0
70, 392, 21.0
70, 201, 18.0
70, 1009, 5.5
70, 70, 250.0
70, 1999, 4.5
71, 1312, 11.0
71, 61, 13.0
71, 739, 19.5
71, 1781, 1.0
71, 1626, 2.0
71, 1726, 17.5
71, 71, 308.0
71, 1733, 24.5
71, 1807, 18.5
72, 1576, 21.5
72, 1929, 9.0
72, 72, 270.0
72, 1130, 21.0
72, 1606, 4.5
72, 1265, 13.0
73, 714, 17.5
73, 1128, 13.0
73, 974, 17.0
73, 73, 248.5
74, 322, 2.0
74, 74, 235.5
74, 694, 6.0
74, 944, 11.0
74, 1911, 15.5
76, 1672, 20.5
76, 1828, 3.5
76, 765, 1.0
76, 1315, 22.0
76, 76, 272.5
76, 1044, 18.5
76, 1748, 6.0
77, 1402, 20.5
77, 277, 19.5
77, 997, 8.0
77, 886, 5.5
77, 77, 254.5
78, 1688, 19.0
78, 78, 225.0
78, 1117, 5.0
79, 204, 18.5
79, 206, 20.0
79, 367, 1.0
79, 1775, 2.5
79, 79, 272.0
79, 121, 4.5
79, 875, 24.5
80, 1450, 9.5
80, 1027, 3.5
80, 1593, 7.5
80, 80, 240.5
80, 454, 17.0
80, 703, 2.0
81, 1962, 8.0
81, 151, 20.0
81, 331, 24.0
81, 81, 302.0
81, 679, 13.0
81, 1281, 19.0
81, 1659, 3.0
81, 2005, 14.0
82, 1060, 4.5
82, 1536, 21.0
82, 701, 18.5
82, 1147, 10.0
82, 82, 333.5
82, 796, 24.5
82, 2006, 17.0
82, 1045, 22.0
82, 1383, 15.0
83, 656, 22.0
83, 644, 15.0
83, 1390, 2.0
83, 2012, 14.0
83, 83, 259.5
83, 799, 5.5
84, 1343, 1.0
84, 84, 215.0
84, 1480, 13.0
85, 36, 11.5
85, 306, 9.0
85, 412, 12.0
85, 60, 11.0
85, 116, 4.0
85, 1104, 22.0
85, 85, 291.0
85, 397, 20.5
86, 359, 24.0
86, 86, 249.5
86, 334, 1.0
86, 231, 23.5
88, 1367, 11.5
88, 1601, 12.5
88, 88, 231.5
88, 210, 6.5
89, 1898, 9.0
89, 695, 16.5
89, 825, 12.5
89, 1691, 17.5
89, 316, 16.0
89, 1388, 17.5
89, 31, 7.0
89, 89, 322.0
89, 147, 25.0
90, 608, 5.0
90, 938, 24.0
90, 90, 263.5
90, 796, 9.0
90, 1158, 19.5
90, 1453, 5.0
91, 1300, 25.5
91, 1520, 24.0
91, 591, 15.0
91, 1101, 13.0
91, 1762, 16.5
91, 91, 318.0
91, 223, 2.5
91, 925, 3.0
91, 1501, 17.5
92, 108, 25.5
92, 1072, 14.0
92, 823, 19.5
92, 92, 296.5
92, 1284, 12.0
92, 1912, 23.5
92, 459, 1.0
93, 894, 22.5
93, 1564, 8.0
93, 163, 22.0
93, 50, 21.0
93, 93, 274.5
94, 668, 9.0
94, 1677, 21.5
94, 94, 248.0
94, 646, 16.5
95, 802, 10.5
95, 1832, 5.5
95, 962, 9.0
95, 95, 226.0
96, 784, 21.0
96, 109, 23.5
96, 861, 22.0
96, 96, 297.5
96, 872, 20.0
96, 519, 1.0
96, 1739, 5.0
96, 1887, 4.0
97, 722, 9.0
97, 882, 4.5
97, 994, 14.5
97, 940, 6.5
97, 1952, 18.0
97, 9, 1.5
97, 97, 273.5
97, 351, 18.5
98, 176, 3.5
98, 852, 6.5
98, 98, 224.0
98, 1533, 13.0
99, 268, 8.0
99, 1174, 3.5
99, 1606, 3.0
99, 99, 234.5
99, 1969, 19.0
100, 238, 16.0
100, 984, 7.5
100, 1906, 13.0
100, 1457, 19.5
100, 100, 293.0
100, 207, 3.5
100, 671, 20.5
100, 1811, 12.0
101, 238, 7.5
101, 430, 16.0
101, 71, 12.0
101, 159, 4.5
101, 890, 16.0
101, 946, 14.0
101, 1378, 3.5
101, 101, 285.5
101, 517, 11.0
102, 1068, 19.5
102, 102, 273.5
102, 903, 19.5
102, 1577, 16.0
102, 1751, 17.5
103, 1494, 21.5
103, 1634, 23.0
103, 1220, 9.0
103, 1722, 23.5
103, 103, 303.5
103, 1575, 7.5
103, 1653, 18.0
104, 332, 25.5
104, 343, 12.5
104, 1645, 6.5
104, 104, 264.5
104, 2020, 10.0
104, 1129, 9.0
106, 1323, 8.5
106, 106, 260.0
106, 446, 20.5
106, 876, 4.0
106, 1392, 5.5
106, 3, 20.5
107, 1452, 25.5
107, 1075, 4.5
107, 1669, 23.0
107, 152, 16.0
107, 1358, 20.0
107, 107, 290.0
108, 500, 21.0
108, 678, 14.5
108, 800, 22.0
108, 992, 10.0
108, 108, 332.5
108, 497, 19.0
108, 669, 20.5
108, 677, 24.5
110, 736, 9.0
110, 852, 16.5
110, 577, 21.0
110, 8, 1.5
110, 110, 249.0
111, 1180, 17.0
111, 149, 16.0
111, 1003, 7.5
111, 1418, 7.0
111, 111, 260.0
111, 1555, 11.5
112, 1948, 20.0
112, 225, 1.0
112, 112, 245.5
112, 426, 8.0
112, 568, 3.0
112, 1655, 12.5
114, 742, 13.0
114, 798, 20.0
114, 373, 5.0
114, 114, 281.0
114, 448, 11.0
114, 1118, 2.5
114, 1960, 14.0
114, 1943, 14.5
115, 638, 21.0
115, 1550, 13.5
115, 1932, 24.5
115, 25, 1.5
115, 115, 261.5
116, 824, 21.0
116, 371, 17.5
116, 116, 271.0
116, 878, 6.0
116, 1456, 14.0
116, 277, 11.5
118, 388, 19.5
118, 1140, 2.0
118, 1, 4.5
118, 118, 237.5
118, 1854, 5.5
118, 339, 5.0
119, 522, 14.5
119, 1398, 2.0
119, 41, 11.5
119, 1833, 6.0
119, 119, 237.0
119, 541, 2.0
120, 286, 15.0
120, 1606, 18.0
120, 37, 6.0
120, 2009, 23.0
120, 120, 276.5
120, 1460, 7.0
120, 899, 6.5
121, 408, 3.0
121, 1778, 10.5
121, 1814, 13.5
121, 121, 242.0
121, 327, 14.0
122, 785, 7.5
122, 1623, 3.0
122, 122, 216.5
122, 1750, 5.0
124, 540, 14.0
124, 675, 25.5
124, 124, 243.0
124, 930, 2.5
126, 1076, 19.5
126, 1298, 14.0
126, 1854, 24.0
126, 126, 340.5
126, 1824, 24.0
126, 1920, 23.5
126, 157, 21.5
126, 623, 13.0
127, 736, 16.5
127, 1268, 17.0
127, 793, 8.0
127, 630, 13.5
127, 127, 279.5
127, 167, 5.5
127, 295, 4.0
127, 1947, 14.0
128, 28, 7.0
128, 338, 16.5
128, 698, 15.5
128, 1753, 10.0
128, 114, 22.5
128, 128, 272.5
129, 844, 18.0
129, 1586, 20.5
129, 78, 1.0
129, 1150, 13.5
129, 1914, 9.0
129, 129, 285.0
129, 891, 22.0
130, 492, 21.5
130, 25, 16.5
130, 130, 260.5
130, 892, 9.0
130, 1028, 12.5
131, 1592, 17.5
131, 118, 11.5
131, 2004, 22.0
131, 131, 286.5
131, 601, 23.5
131, 1337, 11.0
132, 754, 24.0
132, 1922, 14.0
132, 337, 11.0
132, 1923, 2.5
132, 132, 287.0
132, 492, 14.0
132, 1314, 9.5
132, 1283, 10.0
132, 1429, 1.0
133, 298, 13.5
133, 382, 8.0
133, 1082, 5.5
133, 401, 2.5
133, 133, 250.5
133, 701, 20.0
134, 244, 7.5
134, 1045, 16.5
134, 1935, 16.0
134, 134, 255.0
134, 561, 14.0
135, 22, 6.5
135, 1200, 17.5
135, 135, 242.5
135, 1875, 17.5
136, 520, 12.5
136, 136, 235.5
136, 1299, 22.0
137, 356, 17.5
137, 1408, 17.0
137, 330, 8.5
137, 1052, 1.0
137, 1498, 19.5
137, 137, 264.5
138, 1756, 20.0
138, 1806, 5.5
138, 138, 238.5
138, 1736, 12.0
139, 148, 15.0
139, 490, 6.0
139, 1676, 20.0
139, 683, 20.0
139, 636, 16.0
139, 1382, 10.0
139, 139, 303.0
139, 1753, 15.0
140, 329, 13.5
140, 469, 13.0
140, 1097, 17.5
140, 1273, 11.5
140, 140, 310.0
140, 1366, 7.0
140, 111, 22.5
140, 797, 8.0
140, 1685, 16.0
141, 646, 9.5
141, 1114, 10.5
141, 1212, 21.5
141, 1043, 17.0
141, 35, 5.0
141, 141, 320.0
141, 727, 14.0
141, 1109, 19.5
141, 1755, 22.0
142, 258, 3.0
142, 571, 18.0
142, 1083, 15.5
142, 1969, 4.5
142, 142, 254.0
142, 1129, 12.0
144, 758, 1.0
144, 808, 12.0
144, 325, 22.0
144, 1343, 7.0
144, 144, 265.0
144, 1986, 16.5
144, 509, 2.5
144, 1699, 3.0
145, 1556, 6.5
145, 1572, 6.5
145, 1573, 9.0
145, 1721, 9.0
145, 318, 5.5
145, 145, 237.5
146, 532, 4.0
146, 67, 16.0
146, 153, 25.0
146, 2013, 5.5
146, 2, 18.5
146, 146, 323.0
146, 204, 23.5
146, 399, 11.0
146, 1905, 18.5
147, 524, 17.5
147, 1534, 4.0
147, 1992, 13.5
147, 1996, 23.5
147, 147, 282.5
147, 401, 3.0
147, 1809, 11.5
147, 2019, 8.5
148, 101, 14.0
148, 1371, 11.5
148, 148, 237.5
148, 1688, 11.0
149, 746, 16.5
149, 1720, 19.5
149, 149, 255.0
149, 759, 18.0
150, 302, 1.5
150, 364, 16.0
150, 150, 270.0
150, 1488, 14.0
150, 273, 25.0
150, 1099, 12.5
152, 56, 22.5
152, 442, 7.0
152, 1408, 13.0
152, 152, 276.5
152, 308, 25.5
152, 1524, 7.5
153, 968, 7.0
153, 248, 5.5
153, 153, 213.5
154, 446, 25.0
154, 1356, 5.0
154, 1099, 9.0
154, 1669, 22.0
154, 154, 322.5
154, 3, 25.0
154, 723, 18.5
154, 805, 15.5
154, 1527, 1.5
156, 860, 25.5
156, 1442, 3.5
156, 83, 19.5
156, 1773, 20.5
156, 156, 316.5
156, 1152, 5.0
156, 259, 21.5
156, 1369, 15.5
156, 1529, 4.5
158, 367, 21.5
158, 473, 23.5
158, 158, 266.0
158, 890, 17.0
158, 1984, 3.0
159, 1646, 4.0
159, 995, 10.0
159, 159, 221.5
159, 1049, 6.5
160, 16, 23.0
160, 1938, 11.0
160, 145, 24.5
160, 160, 267.5
160, 702, 8.0
162, 559, 4.5
162, 162, 207.0
162, 1670, 1.5
164, 692, 25.5
164, 740, 1.0
164, 1664, 23.0
164, 1, 25.0
164, 164, 324.5
164, 510, 18.5
164, 1504, 22.0
164, 1035, 8.5
165, 1266, 1.5
165, 300, 9.0
165, 165, 211.5
166, 617, 13.0
166, 927, 1.0
166, 1103, 2.0
166, 1423, 5.0
166, 166, 239.0
166, 1176, 7.5
166, 1232, 4.5
166, 331, 5.0
168, 72, 12.5
168, 505, 18.5
168, 168, 239.5
168, 1684, 7.5
169, 1120, 8.0
169, 1604, 6.5
169, 121, 8.5
169, 313, 2.0
169, 1230, 15.0
169, 1298, 22.5
169, 1490, 21.0
169, 1596, 11.0
169, 169, 295.5
170, 619, 14.5
170, 1253, 18.5
170, 170, 237.5
170, 1949, 3.5
171, 1076, 13.0
171, 1339, 16.0
171, 1920, 22.5
171, 171, 276.5
171, 591, 8.5
171, 1493, 4.0
171, 1953, 11.5
172, 794, 4.5
172, 842, 19.0
172, 90, 1.5
172, 172, 280.5
172, 190, 25.0
172, 1174, 5.0
172, 351, 24.5
173, 1324, 10.0
173, 1910, 10.0
173, 888, 4.5
173, 173, 243.0
173, 233, 11.5
173, 971, 6.0
174, 564, 10.5
174, 750, 25.0
174, 1213, 20.5
174, 174, 281.5
174, 1433, 24.5
176, 1409, 2.0
176, 176, 206.0
176, 1073, 3.0
177, 1920, 16.0
177, 255, 20.5
177, 479, 13.5
177, 1313, 6.5
177, 1, 22.0
177, 177, 289.0
177, 1047, 9.5
178, 894, 3.5
178, 1372, 11.0
178, 1516, 6.5
178, 923, 2.0
178, 178, 255.5
178, 362, 7.5
178, 1988, 11.0
178, 383, 10.5
178, 1701, 2.5
179, 324, 9.5
179, 833, 14.5
179, 1805, 17.0
179, 798, 25.5
179, 179, 276.0
179, 1375, 8.5
180, 190, 22.5
180, 180, 271.5
180, 508, 6.0
180, 1536, 24.5
180, 325, 17.5
181, 1406, 17.5
181, 157, 3.5
181, 181, 233.5
181, 195, 5.5
181, 905, 1.5
181, 1345, 4.5
182, 1320, 17.5
182, 1650, 7.0
182, 182, 301.0
182, 410, 25.5
182, 968, 23.5
182, 1587, 20.5
182, 2017, 6.0
183, 652, 13.5
183, 892, 11.0
183, 716, 21.0
183, 183, 287.0
183, 1379, 20.0
183, 1787, 20.5
184, 964, 15.0
184, 184, 259.5
184, 482, 1.5
184, 43, 17.0
184, 401, 9.0
184, 1329, 16.0
185, 1004, 1.0
185, 1352, 9.5
185, 1618, 2.0
185, 291, 12.5
185, 492, 9.0
185, 185, 249.0
185, 695, 14.0
186, 198, 22.0
186, 641, 16.0
186, 186, 266.0
186, 1691, 25.5
186, 1873, 1.5
187, 1030, 23.5
187, 1280, 24.5
187, 531, 1.0
187, 187, 256.0
187, 1821, 6.0
188, 1902, 22.0
188, 339, 19.5
188, 188, 270.0
188, 1736, 24.5
188, 1924, 3.0
189, 162, 4.0
189, 1996, 12.5
189, 493, 20.0
189, 1339, 14.5
189, 318, 23.5
189, 1378, 19.5
189, 189, 316.0
189, 641, 4.0
189, 1765, 17.0
190, 547, 1.0
190, 799, 19.5
190, 1757, 21.5
190, 190, 273.0
190, 336, 8.0
190, 588, 2.0
190, 307, 20.0
191, 64, 10.5
191, 191, 231.0
191, 1109, 18.0
191, 1427, 1.5
192, 1434, 17.0
192, 637, 23.0
192, 719, 13.0
192, 192, 267.5
192, 558, 13.5
193, 554, 24.5
193, 1045, 25.0
193, 424, 14.0
193, 1324, 18.5
193, 1766, 16.0
193, 193, 299.0
194, 492, 17.5
194, 1630, 13.0
194, 705, 11.0
194, 194, 267.5
194, 694, 19.5
194, 1872, 3.0
194, 1894, 2.5
195, 1972, 5.5
195, 1063, 17.5
195, 228, 7.5
195, 1336, 6.0
195, 131, 18.5
195, 195, 256.0
196, 601, 12.0
196, 196, 253.0
196, 1084, 19.0
196, 389, 5.0
196, 765, 6.5
196, 2017, 9.5
198, 660, 2.5
198, 720, 11.5
198, 1700, 18.5
198, 198, 266.5
198, 450, 5.5
198, 862, 18.5
198, 33, 9.0
199, 544, 19.0
199, 349, 25.5
199, 1339, 13.0
199, 1842, 16.0
199, 71, 7.0
199, 199, 281.5
200, 1268, 4.0
200, 1, 2.5
200, 235, 23.0
200, 200, 233.5
200, 9, 3.0
201, 1062, 15.0
201, 243, 15.5
201, 46, 22.0
201, 1076, 8.0
201, 1872, 4.0
201, 201, 282.0
201, 1373, 16.5
202, 240, 6.5
202, 318, 17.0
202, 394, 20.5
202, 871, 21.5
202, 202, 289.0
202, 171, 22.5
203, 1132, 3.5
203, 891, 15.5
203, 1180, 21.5
203, 203, 270.0
203, 997, 11.0
203, 1547, 17.5
204, 1320, 6.5
204, 204, 228.0
204, 329, 15.5
204, 513, 5.0
205, 714, 13.5
205, 1899, 8.0
205, 205, 301.0
205, 943, 18.5
205, 1051, 23.5
205, 1233, 24.0
205, 1353, 12.5
206, 1966, 16.5
206, 501, 25.5
206, 1411, 25.0
206, 20, 17.0
206, 206, 299.0
206, 518, 2.5
206, 824, 8.0
206, 1358, 3.5
207, 994, 24.0
207, 1819, 18.0
207, 368, 19.0
207, 876, 22.0
207, 207, 289.0
207, 1245, 5.0
208, 330, 21.5
208, 2006, 14.5
208, 208, 289.0
208, 1072, 2.5
208, 1430, 19.5
208, 1548, 8.0
208, 1015, 22.0
209, 1736, 11.5
209, 1675, 18.5
209, 204, 5.0
209, 1624, 11.5
209, 209, 258.5
209, 539, 1.5
209, 1869, 9.5
210, 1261, 11.5
210, 1475, 21.5
210, 210, 248.0
210, 716, 6.5
210, 727, 7.5
211, 156, 6.5
211, 170, 23.0
211, 1354, 13.0
211, 14, 8.5
211, 668, 11.5
211, 1510, 21.0
211, 211, 284.5
212, 1553, 15.5
212, 212, 268.0
212, 1164, 25.5
212, 1792, 4.5
212, 1840, 15.0
212, 1597, 6.5
213, 846, 7.5
213, 1, 25.0
213, 653, 4.5
213, 1817, 11.5
213, 126, 24.5
213, 1002, 22.0
213, 213, 310.0
213, 309, 14.0
214, 122, 9.5
214, 214, 256.0
214, 1098, 7.5
214, 905, 16.0
214, 971, 22.0
215, 1058, 4.5
215, 1578, 6.0
215, 499, 9.0
215, 1536, 22.5
215, 1886, 7.5
215, 11, 18.5
215, 215, 281.0
215, 597, 12.0
216, 1958, 22.0
216, 216, 236.5
216, 742, 13.5
217, 512, 15.0
217, 225, 11.0
217, 152, 24.5
217, 1304, 23.0
217, 2022, 14.0
217, 217, 301.5
217, 1499, 13.0
218, 231, 5.5
218, 1775, 14.0
218, 218, 273.0
218, 943, 24.0
218, 1393, 20.0
218, 1875, 8.5
219, 972, 17.5
219, 1200, 23.0
219, 1344, 4.0
219, 1646, 22.5
219, 1832, 13.5
219, 219, 281.5
220, 1598, 23.5
220, 337, 16.0
220, 220, 283.5
220, 274, 16.5
220, 774, 15.0
220, 1612, 11.5
221, 1754, 2.0
221, 1021, 3.0
221, 1891, 18.5
221, 179, 1.5
221, 221, 263.5
221, 611, 13.5
221, 1471, 24.0
222, 524, 21.0
222, 700, 10.5
222, 1588, 11.0
222, 297, 14.5
222, 222, 287.5
222, 344, 5.0
222, 1560, 6.5
222, 801, 18.0
223, 1214, 19.5
223, 401, 6.5
223, 1777, 20.0
223, 36, 4.5
223, 1918, 6.5
223, 223, 258.0
224, 482, 15.0
224, 162, 24.5
224, 224, 258.0
224, 1368, 4.0
224, 543, 13.5
225, 1176, 8.0
225, 225, 212.5
225, 957, 3.5
226, 214, 15.0
226, 1056, 4.0
226, 1276, 5.5
226, 226, 250.0
226, 942, 11.0
226, 1200, 8.0
226, 317, 5.5
227, 226, 5.5
227, 1386, 19.0
227, 1746, 25.5
227, 227, 299.5
227, 1041, 13.0
227, 1295, 24.5
227, 1653, 11.0
228, 1042, 3.0
228, 17, 11.0
228, 435, 11.0
228, 228, 269.5
228, 604, 24.0
228, 797, 19.5
229, 248, 10.0
229, 1042, 15.5
229, 105, 14.0
229, 229, 259.0
229, 1231, 18.5
230, 22, 1.5
230, 88, 6.5
230, 228, 12.0
230, 385, 4.0
230, 230, 244.5
230, 796, 17.5
230, 613, 1.0
230, 687, 1.0
231, 572, 21.0
231, 598, 23.0
231, 1738, 13.0
231, 1982, 23.5
231, 218, 15.0
231, 594, 10.0
231, 231, 338.5
231, 863, 20.5
231, 931, 11.5
232, 1880, 14.0
232, 232, 248.0
232, 269, 7.5
232, 641, 8.5
232, 1513, 17.0
233, 1540, 19.0
233, 1830, 17.0
233, 1338, 15.5
233, 233, 252.5
234, 1613, 3.0
234, 234, 227.5
234, 1260, 23.5
235, 40, 24.5
235, 1156, 2.0
235, 1826, 19.5
235, 281, 10.0
235, 235, 265.0
235, 1071, 8.0
236, 1279, 20.0
236, 236, 281.0
236, 133, 2.0
236, 407, 21.5
236, 1301, 21.0
236, 1403, 15.5
237, 652, 10.5
237, 1106, 20.5
237, 1566, 5.5
237, 562, 5.0
237, 237, 242.5
238, 1458, 5.5
238, 433, 16.0
238, 1389, 6.0
238, 238, 260.5
238, 827, 15.0
238, 1337, 17.0
239, 452, 23.0
239, 1142, 10.0
239, 1607, 14.5
239, 239, 262.5
239, 333, 14.0
240, 409, 20.0
240, 240, 259.0
240, 1061, 10.0
240, 1077, 12.0
240, 1587, 14.5
240, 1913, 1.5
241, 274, 8.0
241, 862, 15.5
241, 1144, 25.0
241, 1938, 1.5
241, 241, 251.0
242, 972, 21.0
242, 1738, 24.5
242, 405, 1.0
242, 242, 302.0
242, 832, 22.0
242, 900, 7.5
242, 1570, 2.0
242, 627, 23.0
243, 1952, 2.0
243, 243, 234.0
243, 255, 4.0
243, 869, 2.0
243, 987, 3.5
243, 1205, 21.5
244, 306, 7.0
244, 2012, 19.0
244, 244, 251.0
244, 1790, 2.5
244, 1495, 21.5
245, 284, 25.5
245, 567, 22.0
245, 973, 1.5
245, 1963, 19.5
245, 245, 280.5
245, 1855, 11.0
246, 475, 15.5
246, 1501, 18.0
246, 1973, 9.0
246, 246, 268.5
246, 1514, 25.0
248, 1288, 7.0
248, 1748, 17.5
248, 979, 21.5
248, 1325, 23.5
248, 248, 329.0
248, 419, 20.5
248, 1367, 10.0
